Geneid,/scratch1/shakilma/gene_expression_pro/hisat2/carcinoma_31.bam,/scratch1/shakilma/gene_expression_pro/hisat2/carcinoma_32.bam,/scratch1/shakilma/gene_expression_pro/hisat2/carcinoma_33.bam,/scratch1/shakilma/gene_expression_pro/hisat2/carcinoma_38.bam,/scratch1/shakilma/gene_expression_pro/hisat2/carcinoma_40.bam,/scratch1/shakilma/gene_expression_pro/hisat2/carcinoma_41.bam,/scratch1/shakilma/gene_expression_pro/hisat2/carcinoma_42.bam,/scratch1/shakilma/gene_expression_pro/hisat2/carcinoma_43.bam,/scratch1/shakilma/gene_expression_pro/hisat2/carcinoma_44.bam,/scratch1/shakilma/gene_expression_pro/hisat2/normal_49.bam,/scratch1/shakilma/gene_expression_pro/hisat2/normal_50.bam,/scratch1/shakilma/gene_expression_pro/hisat2/normal_51.bam,/scratch1/shakilma/gene_expression_pro/hisat2/normal_52.bam,/scratch1/shakilma/gene_expression_pro/hisat2/normal_53.bam,/scratch1/shakilma/gene_expression_pro/hisat2/normal_54.bam,/scratch1/shakilma/gene_expression_pro/hisat2/normal_55.bam,/scratch1/shakilma/gene_expression_pro/hisat2/normal_56.bam,/scratch1/shakilma/gene_expression_pro/hisat2/normal_57.bam,/scratch1/shakilma/gene_expression_pro/hisat2/normal_58.bam
ENSG00000235695,4,3,6,1,15,9,2,18,7,0,3,2,1,2,14,15,9,6,9
ENSG00000239716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241723,3,5,1,2,3,7,3,14,2,2,1,2,2,3,3,7,3,3,2
ENSG00000277143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243314,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000174891,243,288,249,211,196,218,284,221,388,95,96,153,45,65,126,142,126,112,120
ENSG00000113971,221,133,149,190,279,300,251,349,240,90,77,92,51,65,136,161,116,119,181
ENSG00000132153,2269,828,2497,2699,2901,2986,2721,2461,2457,437,452,391,242,247,2436,2888,2863,2161,3437
ENSG00000274420,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000221585,2,0,2,2,0,7,1,1,0,1,0,0,0,0,1,2,0,2,3
ENSG00000199591,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270285,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
ENSG00000265078,1,0,2,2,0,1,0,2,0,2,0,0,0,0,0,2,0,1,2
ENSG00000236768,0,5,8,4,3,6,9,9,5,4,2,2,0,0,0,4,3,4,4
ENSG00000164045,113,21,34,162,75,89,73,61,51,18,7,19,2,12,20,34,52,32,34
ENSG00000235627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000253056,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000231884,3,5,12,6,2,8,8,1,12,3,3,6,3,2,9,12,19,8,8
ENSG00000265483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000164047,0,0,0,8,5,2,0,0,2,0,0,0,0,0,8,6,2,0,0
ENSG00000164048,2470,373,938,2679,2558,2634,1190,1627,1055,290,184,362,128,525,814,490,2290,1530,1195
ENSG00000229759,57,4,7,47,35,49,12,28,13,6,4,4,0,13,7,12,30,16,10
ENSG00000199476,1,1,1,2,2,2,0,4,1,0,0,0,0,0,3,0,5,1,2
ENSG00000172113,402,212,539,560,562,580,619,481,439,139,124,162,60,86,315,384,393,358,358
ENSG00000228638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252466,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000164049,16,1,12,19,5,19,11,17,8,2,0,1,2,0,1,12,12,5,17
ENSG00000277483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000164053,295,135,305,418,360,464,328,377,294,44,55,68,24,19,299,350,360,258,328
ENSG00000280053,0,0,0,2,2,6,0,0,2,2,0,0,0,0,6,0,0,0,0
ENSG00000114554,1752,476,1384,2008,2031,1915,1751,1840,2955,478,257,218,205,150,2872,2662,1741,2116,3417
ENSG00000242390,0,0,0,0,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0
ENSG00000252745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000120756,78,63,142,146,120,106,38,51,67,46,42,23,29,25,74,86,52,48,29
ENSG00000239641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000163710,221,68,268,240,145,246,418,102,315,55,27,42,91,74,194,46,101,325,133
ENSG00000240950,465,114,498,314,392,383,195,439,169,56,68,51,31,17,258,317,226,199,183
ENSG00000188582,4,0,0,1,2,0,0,2,1,0,2,0,0,0,1,0,0,0,2
ENSG00000241592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236570,42,27,33,48,25,44,64,39,32,22,18,8,9,12,22,28,14,24,37
ENSG00000251761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000081307,978,601,913,951,675,799,690,902,823,339,418,389,151,273,436,630,722,477,472
ENSG00000232535,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000163719,755,344,854,853,851,1142,987,956,717,170,157,196,134,84,503,914,624,626,725
ENSG00000287878,63,36,54,60,54,64,56,92,53,8,16,11,8,7,38,48,47,49,30
ENSG00000249225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000187900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000156983,459,213,468,660,782,693,597,579,594,168,107,107,90,64,608,771,537,487,813
ENSG00000011376,619,369,671,828,974,952,924,531,510,177,121,167,72,111,512,386,661,440,743
ENSG00000232455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000144791,657,251,674,936,896,862,502,950,656,115,100,103,74,102,532,656,876,521,590
ENSG00000229515,0,0,7,2,0,2,3,0,3,0,1,0,0,1,0,2,0,2,1
ENSG00000163823,85,17,47,98,27,98,77,47,252,49,38,13,61,4,30,192,21,72,28
ENSG00000236736,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
ENSG00000121807,85,22,80,64,46,115,181,101,256,43,17,21,43,13,37,254,11,130,30
ENSG00000121797,27,10,23,23,30,48,38,27,37,9,18,11,11,6,12,85,6,18,7
ENSG00000283646,153,29,61,11,100,295,55,130,212,125,54,40,305,0,41,6875,25,170,27
ENSG00000283473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000288717,4,0,0,0,2,1,2,1,3,0,2,0,0,0,0,0,0,3,1
ENSG00000288703,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,3,4
ENSG00000183625,0,0,4,2,4,0,2,4,8,2,0,0,1,0,6,16,0,4,0
ENSG00000288724,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000012223,30937,3879,12910,426,7742,37020,3012,67603,20095,7970,7191,6217,45509,181,3502,476913,8782,25369,998
ENSG00000163825,3,0,2,0,0,0,0,0,0,0,0,0,2,0,0,21,0,0,0
ENSG00000163827,41,8,19,15,9,30,42,35,8,6,4,9,15,4,14,12,10,17,6
ENSG00000288718,4,2,0,0,1,0,0,6,2,0,2,0,0,0,0,0,0,0,0
ENSG00000163703,445,181,489,561,528,592,439,675,340,107,113,116,35,52,329,294,298,287,418
ENSG00000132170,48,7,36,49,240,83,69,20,172,48,45,6,17,8,201,93,16,53,137
ENSG00000286531,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000272886,620,363,659,650,721,807,756,717,904,221,188,114,142,172,474,533,395,459,575
ENSG00000274967,0,1,0,1,0,4,4,2,0,0,0,0,0,0,0,0,0,4,0
ENSG00000207109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000212608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227224,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251987,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
ENSG00000271916,5,12,14,30,3,24,6,72,4,3,33,2,0,2,4,6,3,1,2
ENSG00000016391,1573,378,1129,2754,1360,1957,1044,1807,835,150,184,242,94,154,841,945,1305,854,948
ENSG00000056736,434,103,294,657,253,379,258,339,218,56,65,69,40,50,111,351,161,178,195
ENSG00000271976,107,72,114,120,69,114,95,78,107,19,25,34,21,19,46,55,30,55,59
ENSG00000113812,510,218,453,638,491,469,372,436,524,119,145,111,59,71,216,301,335,320,259
ENSG00000144554,178,96,168,153,174,261,283,213,183,39,49,63,29,42,111,194,109,122,120
ENSG00000276656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252751,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000114491,729,229,643,603,545,772,650,601,436,142,102,143,58,87,353,439,425,332,434
ENSG00000265981,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242199,0,2,0,6,0,5,2,8,2,0,1,0,0,0,2,0,0,0,0
ENSG00000082781,2469,1056,2167,3886,3495,2958,4029,2782,3115,696,460,519,346,374,2851,2305,3245,2159,3209
ENSG00000244286,2,1,3,3,0,2,12,0,1,0,0,1,0,0,1,0,0,1,0
ENSG00000280042,2,0,7,9,2,2,15,7,4,0,4,2,0,2,0,3,1,1,4
ENSG00000276626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243986,0,0,0,0,2,1,0,0,2,0,0,0,0,0,8,4,0,0,0
ENSG00000173702,15,6,12,143,14,79,5,33,10,2,16,5,10,12,4,220,224,73,4
ENSG00000288713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270772,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213509,4,6,7,0,6,1,1,2,3,3,3,4,2,0,2,5,3,3,3
ENSG00000136068,17984,9316,12710,22646,27525,18892,22989,15914,13137,3216,4773,2961,1469,2975,20222,9974,30235,15177,20918
ENSG00000160145,362,129,174,426,261,328,369,324,1093,244,148,64,45,24,339,153,96,259,801
ENSG00000240902,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000064835,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284624,1,2,7,14,5,5,7,15,7,2,4,4,2,2,6,2,8,7,8
ENSG00000284660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272840,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239804,3,1,3,1,1,2,2,8,2,0,1,0,0,0,3,3,0,0,4
ENSG00000221737,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000242229,1,1,1,0,0,4,0,1,0,0,1,0,0,3,2,0,3,1,0
ENSG00000287617,5,3,7,3,14,17,9,14,3,4,2,1,3,0,4,3,3,10,7
ENSG00000241346,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,2
ENSG00000241288,67,27,54,93,75,76,112,85,95,24,30,22,2,11,59,33,79,51,95
ENSG00000241278,6,3,5,7,11,10,6,11,11,0,4,1,2,0,2,5,2,5,7
ENSG00000248787,2,1,0,6,7,5,2,7,6,0,0,1,0,0,3,8,3,3,4
ENSG00000241439,1,2,0,3,1,2,7,0,0,2,0,2,0,0,1,3,0,0,2
ENSG00000114547,44,39,31,54,20,25,61,32,8,14,21,28,4,4,8,2,27,12,28
ENSG00000248607,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287022,0,0,0,1,0,0,2,1,0,2,0,0,0,0,0,0,0,2,0
ENSG00000051341,10,5,11,2,8,18,23,18,19,0,0,10,6,6,0,16,2,12,8
ENSG00000242445,137,58,376,279,211,320,178,306,120,33,34,68,19,25,169,174,106,141,157
ENSG00000186103,0,0,0,0,3,1,0,0,1,0,0,0,1,0,1,1,0,0,2
ENSG00000163833,1,0,0,2,0,0,0,0,4,0,2,0,0,0,0,2,0,0,0
ENSG00000235830,5,0,4,2,3,3,8,8,0,1,0,0,2,1,1,0,3,0,8
ENSG00000254485,3,6,2,22,9,13,4,2,3,0,2,6,1,0,3,4,2,9,4
ENSG00000214041,1,2,0,2,3,0,0,1,3,1,1,0,2,0,0,0,2,0,1
ENSG00000134077,587,397,628,715,564,809,754,590,638,168,182,177,111,91,418,456,453,340,451
ENSG00000156959,9,0,57,7,20,15,19,6,4,0,4,1,0,3,12,8,13,4,5
ENSG00000235338,3,1,0,1,3,0,0,2,2,2,0,0,2,0,3,2,0,0,0
ENSG00000068028,517,171,634,732,830,806,660,602,769,200,161,101,107,67,545,899,733,618,834
ENSG00000053524,37,45,48,30,32,49,66,48,74,17,33,8,11,9,27,19,5,62,28
ENSG00000214706,1231,400,1237,1646,1654,1369,1227,1368,760,198,123,210,107,81,1197,1747,1766,968,1731
ENSG00000152601,1936,993,1651,1617,1759,1788,1823,1639,5058,1125,659,477,478,554,1480,1195,949,1406,1561
ENSG00000163515,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000144671,3,3,3,7,11,4,17,4,6,0,2,0,0,0,7,4,5,3,9
ENSG00000170044,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,1
ENSG00000225526,42,26,54,45,50,41,38,64,29,15,5,8,5,3,41,44,39,19,44
ENSG00000171148,2145,920,1610,2476,2757,2785,2687,1670,1679,330,310,436,199,244,1859,1635,2408,1658,2360
ENSG00000144644,0,0,3,0,1,2,2,2,4,0,0,0,0,0,4,0,0,2,0
ENSG00000172969,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2,0
ENSG00000150995,1543,788,5147,1937,1884,1944,3029,3178,4289,705,437,259,309,421,2009,860,924,1956,2603
ENSG00000154928,14,25,63,37,86,102,38,22,483,7,10,7,3,34,94,96,53,219,209
ENSG00000114654,175,34,136,85,190,178,213,189,143,40,26,31,13,15,303,123,153,157,224
ENSG00000172995,4,2,4,10,9,0,34,9,21,8,2,0,0,8,28,0,6,9,6
ENSG00000144857,1121,238,1055,1761,1659,1288,1366,1180,3801,372,248,185,349,177,2078,1508,1129,1924,2229
ENSG00000177311,1294,697,1179,1571,1564,1368,1334,1569,2120,526,374,304,211,374,743,682,1204,896,962
ENSG00000163946,713,580,825,673,656,937,1000,922,1175,272,299,275,230,237,426,554,356,453,411
ENSG00000114124,0,2,6,6,7,4,3,2,3,1,0,0,0,2,2,3,2,0,5
ENSG00000131389,390,94,432,464,687,539,635,461,1742,291,192,93,157,96,689,774,185,405,795
ENSG00000188729,0,2,0,2,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0
ENSG00000168386,593,360,977,594,1055,925,1362,1071,6261,2205,901,180,458,256,1260,621,245,946,1160
ENSG00000181789,9736,4157,8396,12533,8851,8672,8901,9338,4574,1163,1653,2026,683,964,4830,6714,11259,5151,6679
ENSG00000278658,0,0,0,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,3
ENSG00000286729,7,1,1,4,7,5,7,5,2,0,0,2,2,0,2,12,11,2,11
ENSG00000183624,654,266,801,864,963,961,826,806,862,182,197,143,111,127,678,713,663,600,687
ENSG00000206417,166,38,162,191,239,166,190,223,166,46,27,38,15,11,140,144,122,98,223
ENSG00000248916,6,2,14,4,11,5,10,19,2,0,0,3,0,1,9,13,6,3,11
ENSG00000270492,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
ENSG00000270773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000244932,49,13,37,47,42,33,54,66,26,9,9,14,2,9,34,33,36,32,33
ENSG00000207088,12,3,6,6,11,2,10,3,2,1,0,0,0,2,2,1,6,2,2
ENSG00000129071,534,314,514,498,510,513,623,429,629,146,153,155,79,109,296,380,202,358,348
ENSG00000163914,2,0,6,2,2,0,2,0,2,2,0,0,0,0,5,0,0,4,2
ENSG00000178804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000004399,1283,400,1265,1738,1697,1329,2289,1621,2758,466,277,241,349,129,1453,2887,1376,2035,2534
ENSG00000239437,12,1,6,4,0,2,2,11,1,0,0,0,0,0,1,0,2,0,3
ENSG00000248659,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000182923,374,184,301,277,349,406,291,448,324,105,77,115,66,84,184,227,173,155,252
ENSG00000088727,140,52,212,194,80,179,138,169,96,9,38,19,21,8,67,69,74,69,54
ENSG00000199994,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000174946,9,14,16,26,18,15,28,11,61,15,5,6,8,8,0,28,1,34,2
ENSG00000174944,14,6,7,12,12,10,31,6,23,8,8,6,13,0,15,19,6,8,14
ENSG00000239570,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286273,1,1,0,1,1,1,0,2,0,2,0,0,0,0,2,4,0,0,2
ENSG00000138271,7,1,2,3,23,13,10,6,28,13,5,0,9,7,9,48,9,14,16
ENSG00000181631,93,17,51,56,45,62,147,45,92,31,16,19,31,19,40,96,12,65,33
ENSG00000169313,8,2,2,12,22,7,28,18,28,10,4,8,9,4,7,6,5,12,11
ENSG00000242810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000152580,8,0,4,8,8,5,4,3,4,4,4,0,0,2,8,0,6,14,10
ENSG00000160799,515,199,672,667,791,713,688,574,554,111,116,129,62,55,480,731,583,499,740
ENSG00000173769,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
ENSG00000271937,0,1,2,0,3,2,1,2,0,0,0,1,0,1,0,0,0,0,3
ENSG00000179152,352,161,397,283,446,370,382,341,309,177,119,76,78,113,260,185,226,157,368
ENSG00000265470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000136527,2123,1187,1913,1584,1745,2322,2065,1980,2153,625,696,650,496,491,1094,1539,1050,1195,1306
ENSG00000244203,3,0,12,5,10,7,10,7,0,0,3,1,0,0,1,0,1,2,4
ENSG00000221264,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274387,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
ENSG00000242094,8,2,4,7,2,4,4,1,0,0,1,0,2,0,0,2,1,0,0
ENSG00000277855,0,0,2,0,4,1,0,6,4,0,0,0,0,0,0,4,0,5,2
ENSG00000270562,42,24,48,22,30,39,31,36,12,8,29,12,5,9,17,9,7,17,16
ENSG00000272087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118849,323,225,533,456,188,545,162,691,2125,757,345,221,859,64,150,5005,82,470,176
ENSG00000118855,1167,768,996,1010,902,889,1077,796,1330,448,375,450,330,285,512,1117,628,519,535
ENSG00000240207,91,24,53,44,114,73,72,55,155,32,14,17,35,21,52,239,62,31,64
ENSG00000243675,1,2,1,2,0,2,0,2,2,1,0,0,2,1,4,4,2,0,0
ENSG00000271778,4,2,6,6,5,6,9,4,14,3,0,2,5,8,2,16,2,5,5
ENSG00000272247,5,7,0,0,5,2,6,4,0,0,0,7,0,2,4,4,3,2,13
ENSG00000232374,0,0,4,2,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000279311,3,3,6,4,10,2,11,6,12,4,0,2,5,6,0,6,12,2,9
ENSG00000263634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286913,0,0,0,2,0,0,3,1,3,0,0,0,2,0,0,0,4,0,2
ENSG00000243116,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0
ENSG00000252763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000114861,1783,593,2695,1608,1515,1943,1584,1785,1235,416,518,446,310,475,1138,855,852,832,1156
ENSG00000175110,285,142,293,221,248,282,274,245,287,88,95,85,57,49,162,206,117,181,168
ENSG00000278234,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243550,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000286501,2,2,0,0,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000144895,1830,841,2167,1248,1124,1630,1417,1679,1484,407,389,446,236,365,750,760,526,656,737
ENSG00000199075,0,0,0,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
ENSG00000136059,343,113,149,756,1205,750,556,287,445,118,67,121,95,90,657,698,1664,710,1358
ENSG00000261167,68,28,39,62,39,69,58,43,47,26,7,9,14,22,34,30,25,18,26
ENSG00000114686,962,601,1150,831,587,818,1024,884,669,227,267,299,133,169,383,441,421,333,393
ENSG00000249020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248468,2,2,2,0,3,4,0,1,2,0,0,2,0,0,0,0,0,1,2
ENSG00000248530,2,0,4,4,2,2,0,2,2,0,0,0,0,0,6,3,2,1,9
ENSG00000251447,6,4,5,14,15,12,8,9,0,2,3,0,2,4,4,1,12,10,7
ENSG00000265859,7,4,3,4,0,3,4,2,1,0,1,1,0,0,0,0,0,1,0
ENSG00000240854,70,36,71,108,53,78,75,64,77,24,20,29,12,24,29,19,56,33,35
ENSG00000242899,1212,617,2115,817,261,495,1051,1065,114,51,523,282,23,46,192,18,33,86,188
ENSG00000196353,4929,3603,3673,5586,3390,3187,4722,6150,1032,329,1064,1383,128,549,2641,695,3374,1469,2889
ENSG00000243188,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
ENSG00000241634,3,2,2,0,6,11,0,7,13,1,1,2,0,0,2,0,0,4,4
ENSG00000202379,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276763,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
ENSG00000145198,30,10,3,40,42,23,40,14,26,2,9,1,0,1,47,29,24,14,67
ENSG00000173421,23,7,20,17,26,16,20,25,7,14,2,4,1,3,7,10,6,30,21
ENSG00000144821,16,2,16,20,24,9,26,7,5,5,1,2,0,8,32,2,11,9,82
ENSG00000114631,1960,884,1908,2267,1269,1930,2212,1133,245,47,148,326,32,109,997,250,1191,730,700
ENSG00000114626,1075,353,1359,1243,1567,1202,1807,1675,1733,237,240,211,129,116,1664,1618,988,1384,2227
ENSG00000287143,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0
ENSG00000187715,6,4,8,14,17,16,6,6,22,6,4,0,2,9,21,11,6,11,15
ENSG00000201210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000222627,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239608,2,0,0,0,2,4,0,1,0,0,0,0,0,0,0,2,2,0,0
ENSG00000074416,989,416,3104,1871,1977,1434,6092,1106,2504,253,478,204,182,221,2105,928,1493,1643,2026
ENSG00000180353,521,166,434,611,446,565,1086,384,1072,163,182,148,210,35,211,1676,221,561,291
ENSG00000243544,0,0,2,0,0,0,6,0,1,0,0,1,2,0,1,2,0,1,0
ENSG00000222057,1,0,2,0,0,0,0,0,0,0,0,1,0,0,2,1,1,2,0
ENSG00000173226,601,173,411,408,375,560,424,393,542,182,123,109,65,101,279,330,204,280,250
ENSG00000145088,571,92,74,208,245,227,242,54,71,59,43,50,32,75,141,118,264,167,211
ENSG00000163406,2793,423,517,1359,1898,2461,1198,891,1285,526,349,370,345,527,1621,755,1261,1111,1986
ENSG00000178732,1,0,4,1,2,8,6,6,12,2,2,0,2,2,0,7,0,2,6
ENSG00000065534,10979,4160,9142,10245,25566,12588,15398,9331,75733,11182,5410,2278,3768,5646,27954,6782,12722,23945,44062
ENSG00000249993,1,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000214301,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,1
ENSG00000272832,1,0,2,0,5,2,1,2,4,0,0,0,0,0,0,4,0,0,0
ENSG00000250983,6,1,3,8,3,3,6,1,3,0,2,2,1,4,2,2,7,3,10
ENSG00000201827,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000091527,1606,686,1705,1504,1432,1726,1501,1705,2432,716,589,437,476,354,973,1444,619,942,963
ENSG00000163781,501,272,569,401,514,595,552,580,616,145,120,191,75,95,271,329,223,275,301
ENSG00000229453,6,0,16,5,2,15,0,28,6,1,6,3,0,0,4,2,2,4,5
ENSG00000168779,17,12,3,3,3,2,4,3,18,0,2,0,2,0,9,0,0,5,12
ENSG00000187527,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0
ENSG00000169855,902,453,579,584,1766,1322,1273,1090,2748,808,327,264,425,225,1134,1979,361,1097,2052
ENSG00000163632,0,6,1,10,6,4,6,2,2,1,0,0,2,2,4,8,1,0,2
ENSG00000233412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197584,3,25,0,2,0,15,2,0,1,3,0,13,0,0,3,0,4,3,5
ENSG00000196220,828,517,538,570,970,624,475,926,670,156,177,172,75,133,428,758,427,539,769
ENSG00000144550,4,0,7,4,3,1,2,8,2,0,2,6,0,0,2,0,2,2,6
